architecture,alpha,train_seed,neighbor_mode,update,mean_success,mean_completion,mean_steps,mean_return,policy_loss,value_loss,entropy
shared,0.25,1,visible,9,1.0,1.0,41.0,11.040000000000044,-0.009034124665847201,0.14300039593187225,1.5906538348773285
shared,0.25,1,visible,10,1.0,1.0,41.25,11.025000000000045,-0.010012451556548299,0.14844593162809006,1.5827506062720926
shared,0.25,1,visible,11,0.75,0.9583333333333334,53.75,9.712500000000055,-0.005225951397840727,0.13223556938433792,1.5804322853648132
shared,0.25,1,visible,12,0.5,0.875,72.75,7.447500000000085,-0.005474479423917158,0.1353828492251707,1.574502349164961
shared,0.25,1,visible,13,1.0,1.0,41.0,11.040000000000045,-0.008302443166555304,0.13539934297648307,1.568712289615367
shared,0.25,1,visible,14,0.75,0.9583333333333334,70.75,8.692500000000086,-0.007307410015082369,0.09094828321337857,1.5785539423195332
shared,0.25,1,visible,15,1.0,1.0,49.0,10.560000000000054,-0.0066802167311468,0.12816004205621945,1.5706143188727197
shared,0.25,1,visible,16,1.0,1.0,35.25,11.385000000000037,-0.009853516588137318,0.14403145363814449,1.56392242753846
shared,0.25,1,visible,17,1.0,1.0,34.5,11.43000000000004,-0.010696961328809628,0.10916354912513988,1.5592426657362073
shared,0.25,1,visible,18,1.0,1.0,33.25,11.505000000000035,-0.009527364757720966,0.22235006105756075,1.5420515663780223
shared,0.25,1,visible,19,0.75,0.9583333333333334,63.25,9.142500000000078,-0.006718896671957954,0.08871590143477205,1.5598059315726314
shared,0.25,1,visible,20,1.0,1.0,26.75,11.895000000000026,-0.0210554475949831,0.1955511257249815,1.5231634114794133
shared,0.25,1,visible,21,1.0,1.0,28.75,11.775000000000032,-0.011337981512637773,0.1363855809501816,1.5238254355634324
shared,0.25,1,visible,22,1.0,1.0,20.25,12.285000000000021,-0.022563910211578046,0.14753633822032708,1.4800910190221723
shared,0.25,1,visible,23,1.0,1.0,31.0,11.640000000000036,-0.010523160452294417,0.11763671068102827,1.4871058738439544
shared,0.25,1,visible,24,1.0,1.0,21.5,12.210000000000022,-0.014865881376882615,0.15541594704021883,1.4673617338987899
shared,0.25,1,visible,25,1.0,1.0,31.5,11.610000000000037,-0.009545802838133544,0.10191482724843795,1.4560400511721752
shared,0.25,1,visible,26,0.75,0.9166666666666666,41.25,9.900000000000048,-0.009717511864250792,0.10422710894913666,1.4772918338316223
shared,0.25,1,visible,27,1.0,1.0,13.5,12.690000000000014,-0.02021738760917217,0.25099511861673574,1.3651388115970402
shared,0.25,1,visible,28,1.0,1.0,16.0,12.540000000000017,-0.016612938058190706,0.15528915246346167,1.4177411071972579
shared,0.25,1,visible,29,1.0,1.0,24.75,12.015000000000029,-0.015174033872891499,0.15281569457066538,1.4532968042858994
shared,0.25,1,visible,30,1.0,1.0,11.0,12.840000000000012,-0.016749369264033368,0.3002748234543811,1.3158548210181558
shared,0.25,2,visible,1,0.75,0.875,90.25,6.3975000000000835,-0.009075413901452108,0.09054894955778045,1.6025697033661326
