run_id,timestamp_utc,policy,reward_scheme,alpha,seed,n_agents,n_targets,success,steps,targets_collected,completion_rate,total_distance,distance_per_target,coordination_efficiency,attempted_collisions,collision_rate,action_entropy,spatial_order,mean_interagent_distance,role_differentiation,team_return
efafab7cd7db,2026-09-15T02:53:13.784807+00:00,flocking,weak,0.25,0,6,8,1,16,8,1.0,96,12.0,0.010416666666666666,0,0.0,1.9586099420987808,0.4263091820815447,8.034493749421515,0.20203050891044214,2.8400000000000016
f01a68a8bd31,2026-09-15T02:53:13.787925+00:00,flocking,weak,0.25,1,6,8,1,11,8,1.0,54,6.75,0.018518518518518517,20,0.30303030303030304,1.510964002541658,0.42729711549430305,8.048623588099518,0.7026743483530378,2.8900000000000006
7cda6639844b,2026-09-15T02:53:13.790112+00:00,flocking,weak,0.25,2,6,8,1,8,8,1.0,48,6.0,0.020833333333333332,0,0.0,1.9324799544077593,0.296528030667372,8.462522731956874,0.5890150893739515,2.920000000000001
c15a8dda6d89,2026-09-15T02:53:13.793437+00:00,flocking,weak,0.25,3,6,8,1,12,8,1.0,72,9.0,0.013888888888888888,0,0.0,1.7492174991347922,0.5420351695611497,5.892721336148372,0.5345224838248487,2.880000000000001
225aaba3e17b,2026-09-15T02:53:13.798043+00:00,flocking,weak,0.25,4,6,8,1,17,8,1.0,94,11.75,0.010638297872340425,14,0.13725490196078433,1.6622415925606622,0.5342968558598478,8.750311343281012,0.5779829341872648,2.830000000000002
d388beceb201,2026-09-15T02:53:13.803164+00:00,flocking,weak,0.25,5,6,8,1,19,8,1.0,114,14.25,0.008771929824561403,9,0.07894736842105263,1.9320164329373077,0.2839954482084632,7.727565746968688,0.47380354147934284,2.8100000000000023
04c8112f01d3,2026-09-15T02:53:13.810111+00:00,flocking,weak,0.25,6,6,8,1,25,8,1.0,120,15.0,0.008333333333333333,30,0.2,1.7200466784292925,0.4441253482524997,8.914632054438341,0.46140072063229376,2.7500000000000027
557814e9b504,2026-09-15T02:53:13.816320+00:00,flocking,weak,0.25,7,6,8,1,22,8,1.0,132,16.5,0.007575757575757576,0,0.0,1.7964088640745233,0.5527435727248149,6.500096148011,0.47380354147934284,2.780000000000003
da06432247e0,2026-09-15T02:53:13.819875+00:00,flocking,weak,0.25,8,6,8,1,13,8,1.0,77,9.625,0.012987012987012988,5,0.0641025641025641,1.7435347409427222,0.4971123339032518,8.860740196421,0.3239001813723725,2.870000000000001
d531361320ad,2026-09-15T02:53:13.825666+00:00,flocking,weak,0.25,9,6,8,1,22,8,1.0,102,12.75,0.00980392156862745,43,0.32575757575757575,1.3053471030236117,0.6266883198841542,7.498611676141439,0.9192882212928511,2.7800000000000002
e5d35169d62b,2026-09-15T02:53:13.830250+00:00,flocking,weak,0.5,0,6,8,1,16,8,1.0,96,12.0,0.010416666666666666,0,0.0,1.9586099420987808,0.4263091820815447,8.034493749421515,0.20203050891044214,4.506666666666669
76e95f67efcd,2026-09-15T02:53:13.833554+00:00,flocking,weak,0.5,1,6,8,1,11,8,1.0,54,6.75,0.018518518518518517,20,0.30303030303030304,1.510964002541658,0.42729711549430305,8.048623588099518,0.7026743483530378,4.556666666666667
63027de83c2c,2026-09-15T02:53:13.836050+00:00,flocking,weak,0.5,2,6,8,1,8,8,1.0,48,6.0,0.020833333333333332,0,0.0,1.9324799544077593,0.296528030667372,8.462522731956874,0.5890150893739515,4.586666666666668
7255f1b1e2bd,2026-09-15T02:53:13.839475+00:00,flocking,weak,0.5,3,6,8,1,12,8,1.0,72,9.0,0.013888888888888888,0,0.0,1.7492174991347922,0.5420351695611497,5.892721336148372,0.5345224838248487,4.546666666666669
06058ced206e,2026-09-15T02:53:13.844219+00:00,flocking,weak,0.5,4,6,8,1,17,8,1.0,94,11.75,0.010638297872340425,14,0.13725490196078433,1.6622415925606622,0.5342968558598478,8.750311343281012,0.5779829341872648,4.496666666666669
24ca8c354d85,2026-09-15T02:53:13.849241+00:00,flocking,weak,0.5,5,6,8,1,19,8,1.0,114,14.25,0.008771929824561403,9,0.07894736842105263,1.9320164329373077,0.2839954482084632,7.727565746968688,0.47380354147934284,4.476666666666669
db5fb4ef2dae,2026-09-15T02:53:13.855856+00:00,flocking,weak,0.5,6,6,8,1,25,8,1.0,120,15.0,0.008333333333333333,30,0.2,1.7200466784292925,0.4441253482524997,8.914632054438341,0.46140072063229376,4.4166666666666705
172afb016284,2026-09-15T02:53:13.861507+00:00,flocking,weak,0.5,7,6,8,1,22,8,1.0,132,16.5,0.007575757575757576,0,0.0,1.7964088640745233,0.5527435727248149,6.500096148011,0.47380354147934284,4.446666666666669
2a8ec7731fe3,2026-09-15T02:53:13.865150+00:00,flocking,weak,0.5,8,6,8,1,13,8,1.0,77,9.625,0.012987012987012988,5,0.0641025641025641,1.7435347409427222,0.4971123339032518,8.860740196421,0.3239001813723725,4.536666666666668
63753df65042,2026-09-15T02:53:13.870964+00:00,flocking,weak,0.5,9,6,8,1,22,8,1.0,102,12.75,0.00980392156862745,43,0.32575757575757575,1.3053471030236117,0.6266883198841542,7.498611676141439,0.9192882212928511,4.446666666666669
26a8ea657472,2026-09-15T02:53:13.875166+00:00,flocking,weak,0.75,0,6,8,1,16,8,1.0,96,12.0,0.010416666666666666,0,0.0,1.9586099420987808,0.4263091820815447,8.034493749421515,0.20203050891044214,6.173333333333334
8c188587d603,2026-09-15T02:53:13.878205+00:00,flocking,weak,0.75,1,6,8,1,11,8,1.0,54,6.75,0.018518518518518517,20,0.30303030303030304,1.510964002541658,0.42729711549430305,8.048623588099518,0.7026743483530378,6.223333333333334
4c6f51410cff,2026-09-15T02:53:13.880422+00:00,flocking,weak,0.75,2,6,8,1,8,8,1.0,48,6.0,0.020833333333333332,0,0.0,1.9324799544077593,0.296528030667372,8.462522731956874,0.5890150893739515,6.253333333333334
2ee7c797586a,2026-09-15T02:53:13.883659+00:00,flocking,weak,0.75,3,6,8,1,12,8,1.0,72,9.0,0.013888888888888888,0,0.0,1.7492174991347922,0.5420351695611497,5.892721336148372,0.5345224838248487,6.213333333333335
02f4b01e73a9,2026-09-15T02:53:13.888184+00:00,flocking,weak,0.75,4,6,8,1,17,8,1.0,94,11.75,0.010638297872340425,14,0.13725490196078433,1.6622415925606622,0.5342968558598478,8.750311343281012,0.5779829341872648,6.163333333333334
dfe679f09381,2026-09-15T02:53:13.893252+00:00,flocking,weak,0.75,5,6,8,1,19,8,1.0,114,14.25,0.008771929824561403,9,0.07894736842105263,1.9320164329373077,0.2839954482084632,7.727565746968688,0.47380354147934284,6.143333333333334
01aba073c396,2026-09-15T02:53:13.900683+00:00,flocking,weak,0.75,6,6,8,1,25,8,1.0,120,15.0,0.008333333333333333,30,0.2,1.7200466784292925,0.4441253482524997,8.914632054438341,0.46140072063229376,6.083333333333336
67b5ec55ab4a,2026-09-15T02:53:13.906681+00:00,flocking,weak,0.75,7,6,8,1,22,8,1.0,132,16.5,0.007575757575757576,0,0.0,1.7964088640745233,0.5527435727248149,6.500096148011,0.47380354147934284,6.113333333333335
67b4e52f4ba0,2026-09-15T02:53:13.910280+00:00,flocking,weak,0.75,8,6,8,1,13,8,1.0,77,9.625,0.012987012987012988,5,0.0641025641025641,1.7435347409427222,0.4971123339032518,8.860740196421,0.3239001813723725,6.203333333333335
54d5ee516552,2026-09-15T02:53:13.916081+00:00,flocking,weak,0.75,9,6,8,1,22,8,1.0,102,12.75,0.00980392156862745,43,0.32575757575757575,1.3053471030236117,0.6266883198841542,7.498611676141439,0.9192882212928511,6.113333333333335
4e776f64b43f,2026-09-15T02:53:13.920315+00:00,flocking,weak,1.0,0,6,8,1,16,8,1.0,96,12.0,0.010416666666666666,0,0.0,1.9586099420987808,0.4263091820815447,8.034493749421515,0.20203050891044214,7.8400000000000025
0f572e5e25ae,2026-09-15T02:53:13.923414+00:00,flocking,weak,1.0,1,6,8,1,11,8,1.0,54,6.75,0.018518518518518517,20,0.30303030303030304,1.510964002541658,0.42729711549430305,8.048623588099518,0.7026743483530378,7.890000000000001
242c506eb01f,2026-09-15T02:53:13.925614+00:00,flocking,weak,1.0,2,6,8,1,8,8,1.0,48,6.0,0.020833333333333332,0,0.0,1.9324799544077593,0.296528030667372,8.462522731956874,0.5890150893739515,7.920000000000001
e4eae9a959ca,2026-09-15T02:53:13.928869+00:00,flocking,weak,1.0,3,6,8,1,12,8,1.0,72,9.0,0.013888888888888888,0,0.0,1.7492174991347922,0.5420351695611497,5.892721336148372,0.5345224838248487,7.880000000000002
d217bc058999,2026-09-15T02:53:13.933495+00:00,flocking,weak,1.0,4,6,8,1,17,8,1.0,94,11.75,0.010638297872340425,14,0.13725490196078433,1.6622415925606622,0.5342968558598478,8.750311343281012,0.5779829341872648,7.830000000000003
22cd79e0401d,2026-09-15T02:53:13.938658+00:00,flocking,weak,1.0,5,6,8,1,19,8,1.0,114,14.25,0.008771929824561403,9,0.07894736842105263,1.9320164329373077,0.2839954482084632,7.727565746968688,0.47380354147934284,7.810000000000003
2ecce546c19d,2026-09-15T02:53:13.945203+00:00,flocking,weak,1.0,6,6,8,1,25,8,1.0,120,15.0,0.008333333333333333,30,0.2,1.7200466784292925,0.4441253482524997,8.914632054438341,0.46140072063229376,7.750000000000004
1ca93a371ed2,2026-09-15T02:53:13.951295+00:00,flocking,weak,1.0,7,6,8,1,22,8,1.0,132,16.5,0.007575757575757576,0,0.0,1.7964088640745233,0.5527435727248149,6.500096148011,0.47380354147934284,7.780000000000004
465610ce66a6,2026-09-15T02:53:13.954911+00:00,flocking,weak,1.0,8,6,8,1,13,8,1.0,77,9.625,0.012987012987012988,5,0.0641025641025641,1.7435347409427222,0.4971123339032518,8.860740196421,0.3239001813723725,7.870000000000003
f80803f2cf23,2026-09-15T02:53:13.961319+00:00,flocking,weak,1.0,9,6,8,1,22,8,1.0,102,12.75,0.00980392156862745,43,0.32575757575757575,1.3053471030236117,0.6266883198841542,7.498611676141439,0.9192882212928511,7.780000000000003
112398be8315,2026-09-15T02:53:13.968411+00:00,distributed-greedy,weak,0.0,0,6,8,1,35,8,1.0,70,8.75,0.014285714285714285,12,0.05714285714285714,1.4912609792047138,0.8459850202356779,8.05834301690429,0.6248827172750477,0.9833333333333328
a68072e0fab7,2026-09-15T02:53:13.974166+00:00,distributed-greedy,weak,0.0,1,6,8,1,28,8,1.0,72,9.0,0.013888888888888888,33,0.19642857142857142,1.7704590561248512,0.7684071072866183,7.042511912423998,0.6656763477847173,1.053333333333333
d37a0da89a13,2026-09-15T02:53:13.979716+00:00,distributed-greedy,weak,0.0,2,6,8,1,29,8,1.0,73,9.125,0.0136986301369863,1,0.005747126436781609,1.5351134879691954,0.8359028006248735,6.882402112993199,0.6729992616119238,1.043333333333333
facfba2244c9,2026-09-15T02:53:13.985477+00:00,distributed-greedy,weak,0.0,3,6,8,1,30,8,1.0,89,11.125,0.011235955056179775,10,0.05555555555555555,1.7894061427953076,0.6947224244563979,5.394370942952339,0.7797559551790512,1.033333333333333
12ed8362fcf5,2026-09-15T02:53:13.991414+00:00,distributed-greedy,weak,0.0,4,6,8,1,31,8,1.0,80,10.0,0.0125,26,0.13978494623655913,1.6711305184169793,0.7579602177263232,5.034247579695426,0.533001790889026,1.023333333333333
bc3acf5d13f1,2026-09-15T02:53:14.002362+00:00,distributed-greedy,weak,0.0,5,6,8,1,58,8,1.0,112,14.0,0.008928571428571428,28,0.08045977011494253,1.5226035437515693,0.7531737681041861,5.533221227259355,1.096086200386487,0.7533333333333326
24e1e0603d2f,2026-09-15T02:53:14.008136+00:00,distributed-greedy,weak,0.0,6,6,8,1,28,8,1.0,82,10.25,0.012195121951219513,1,0.005952380952380952,1.8285704677633863,0.7326432489875374,8.057220822727029,0.3364734017707086,1.053333333333333
f5fc2fd0623a,2026-09-15T02:53:14.017279+00:00,distributed-greedy,weak,0.0,7,6,8,1,47,8,1.0,149,18.625,0.006711409395973154,6,0.02127659574468085,1.9938938383414273,0.4555069857277129,5.976360771283432,0.4846082237749244,0.8633333333333327
7efa3ab48198,2026-09-15T02:53:14.025998+00:00,distributed-greedy,weak,0.0,8,6,8,1,46,8,1.0,106,13.25,0.009433962264150943,18,0.06521739130434782,1.540863047774809,0.824649867155312,5.349741754034167,0.7606715432674006,0.8733333333333327
89d0c181bb57,2026-09-15T02:53:14.029411+00:00,distributed-greedy,weak,0.0,9,6,8,1,17,8,1.0,41,5.125,0.024390243902439025,1,0.00980392156862745,1.7315656274247901,0.8235606792724882,7.114734760285567,0.7719466049243048,1.163333333333333
600908dcbe9b,2026-09-15T02:53:14.035868+00:00,distributed-greedy,weak,0.25,0,6,8,1,35,8,1.0,70,8.75,0.014285714285714285,12,0.05714285714285714,1.4912609792047138,0.8459850202356779,8.05834301690429,0.6248827172750477,2.6500000000000057
794302375dc5,2026-09-15T02:53:14.041225+00:00,distributed-greedy,weak,0.25,1,6,8,1,28,8,1.0,72,9.0,0.013888888888888888,33,0.19642857142857142,1.7704590561248512,0.7684071072866183,7.042511912423998,0.6656763477847173,2.7200000000000033
0a1d86e68724,2026-09-15T02:53:14.046742+00:00,distributed-greedy,weak,0.25,2,6,8,1,29,8,1.0,73,9.125,0.0136986301369863,1,0.005747126436781609,1.5351134879691954,0.8359028006248735,6.882402112993199,0.6729992616119238,2.7100000000000026
35bcd526f3bb,2026-09-15T02:53:14.052670+00:00,distributed-greedy,weak,0.25,3,6,8,1,30,8,1.0,89,11.125,0.011235955056179775,10,0.05555555555555555,1.7894061427953076,0.6947224244563979,5.394370942952339,0.7797559551790512,2.700000000000002
0c31f92eb64a,2026-09-15T02:53:14.058632+00:00,distributed-greedy,weak,0.25,4,6,8,1,31,8,1.0,80,10.0,0.0125,26,0.13978494623655913,1.6711305184169793,0.7579602177263232,5.034247579695426,0.533001790889026,2.690000000000003
33c90e42c243,2026-09-15T02:53:14.069036+00:00,distributed-greedy,weak,0.25,5,6,8,1,58,8,1.0,112,14.0,0.008928571428571428,28,0.08045977011494253,1.5226035437515693,0.7531737681041861,5.533221227259355,1.096086200386487,2.4200000000000097
d85fe6e7f01e,2026-09-15T02:53:14.074818+00:00,distributed-greedy,weak,0.25,6,6,8,1,28,8,1.0,82,10.25,0.012195121951219513,1,0.005952380952380952,1.8285704677633863,0.7326432489875374,8.057220822727029,0.3364734017707086,2.7200000000000024
46c94d5803d4,2026-09-15T02:53:14.084267+00:00,distributed-greedy,weak,0.25,7,6,8,1,47,8,1.0,149,18.625,0.006711409395973154,6,0.02127659574468085,1.9938938383414273,0.4555069857277129,5.976360771283432,0.4846082237749244,2.5300000000000002
484b309c9bc3,2026-09-15T02:53:14.092816+00:00,distributed-greedy,weak,0.25,8,6,8,1,46,8,1.0,106,13.25,0.009433962264150943,18,0.06521739130434782,1.540863047774809,0.824649867155312,5.349741754034167,0.7606715432674006,2.5400000000000063
c03dd3750b90,2026-09-15T02:53:14.096156+00:00,distributed-greedy,weak,0.25,9,6,8,1,17,8,1.0,41,5.125,0.024390243902439025,1,0.00980392156862745,1.7315656274247901,0.8235606792724882,7.114734760285567,0.7719466049243048,2.830000000000002
452f8fa22022,2026-09-15T02:53:14.102482+00:00,distributed-greedy,weak,0.5,0,6,8,1,35,8,1.0,70,8.75,0.014285714285714285,12,0.05714285714285714,1.4912609792047138,0.8459850202356779,8.05834301690429,0.6248827172750477,4.316666666666673
c470ca21a752,2026-09-15T02:53:14.108136+00:00,distributed-greedy,weak,0.5,1,6,8,1,28,8,1.0,72,9.0,0.013888888888888888,33,0.19642857142857142,1.7704590561248512,0.7684071072866183,7.042511912423998,0.6656763477847173,4.38666666666667
7d81e6c35d91,2026-09-15T02:53:14.113785+00:00,distributed-greedy,weak,0.5,2,6,8,1,29,8,1.0,73,9.125,0.0136986301369863,1,0.005747126436781609,1.5351134879691954,0.8359028006248735,6.882402112993199,0.6729992616119238,4.376666666666672
51c4da4f985a,2026-09-15T02:53:14.119629+00:00,distributed-greedy,weak,0.5,3,6,8,1,30,8,1.0,89,11.125,0.011235955056179775,10,0.05555555555555555,1.7894061427953076,0.6947224244563979,5.394370942952339,0.7797559551790512,4.366666666666672
ade84e5d944d,2026-09-15T02:53:14.125469+00:00,distributed-greedy,weak,0.5,4,6,8,1,31,8,1.0,80,10.0,0.0125,26,0.13978494623655913,1.6711305184169793,0.7579602177263232,5.034247579695426,0.533001790889026,4.356666666666672
f90623668990,2026-09-15T02:53:14.135939+00:00,distributed-greedy,weak,0.5,5,6,8,1,58,8,1.0,112,14.0,0.008928571428571428,28,0.08045977011494253,1.5226035437515693,0.7531737681041861,5.533221227259355,1.096086200386487,4.086666666666677
244f5e5d00f2,2026-09-15T02:53:14.142039+00:00,distributed-greedy,weak,0.5,6,6,8,1,28,8,1.0,82,10.25,0.012195121951219513,1,0.005952380952380952,1.8285704677633863,0.7326432489875374,8.057220822727029,0.3364734017707086,4.386666666666669
2580b3cb4286,2026-09-15T02:53:14.151300+00:00,distributed-greedy,weak,0.5,7,6,8,1,47,8,1.0,149,18.625,0.006711409395973154,6,0.02127659574468085,1.9938938383414273,0.4555069857277129,5.976360771283432,0.4846082237749244,4.196666666666673
3075d1908e03,2026-09-15T02:53:14.159880+00:00,distributed-greedy,weak,0.5,8,6,8,1,46,8,1.0,106,13.25,0.009433962264150943,18,0.06521739130434782,1.540863047774809,0.824649867155312,5.349741754034167,0.7606715432674006,4.206666666666674
4223d2e66244,2026-09-15T02:53:14.163253+00:00,distributed-greedy,weak,0.5,9,6,8,1,17,8,1.0,41,5.125,0.024390243902439025,1,0.00980392156862745,1.7315656274247901,0.8235606792724882,7.114734760285567,0.7719466049243048,4.496666666666669
c36fe26f3b06,2026-09-15T02:53:14.169682+00:00,distributed-greedy,weak,0.75,0,6,8,1,35,8,1.0,70,8.75,0.014285714285714285,12,0.05714285714285714,1.4912609792047138,0.8459850202356779,8.05834301690429,0.6248827172750477,5.983333333333338
c8aaf9890007,2026-09-15T02:53:14.175137+00:00,distributed-greedy,weak,0.75,1,6,8,1,28,8,1.0,72,9.0,0.013888888888888888,33,0.19642857142857142,1.7704590561248512,0.7684071072866183,7.042511912423998,0.6656763477847173,6.053333333333336
8ed5c80bd256,2026-09-15T02:53:14.180699+00:00,distributed-greedy,weak,0.75,2,6,8,1,29,8,1.0,73,9.125,0.0136986301369863,1,0.005747126436781609,1.5351134879691954,0.8359028006248735,6.882402112993199,0.6729992616119238,6.043333333333338
aae7fe87b08d,2026-09-15T02:53:14.186513+00:00,distributed-greedy,weak,0.75,3,6,8,1,30,8,1.0,89,11.125,0.011235955056179775,10,0.05555555555555555,1.7894061427953076,0.6947224244563979,5.394370942952339,0.7797559551790512,6.033333333333337
7f60390782eb,2026-09-15T02:53:14.192546+00:00,distributed-greedy,weak,0.75,4,6,8,1,31,8,1.0,80,10.0,0.0125,26,0.13978494623655913,1.6711305184169793,0.7579602177263232,5.034247579695426,0.533001790889026,6.023333333333337
60430a793277,2026-09-15T02:53:14.203410+00:00,distributed-greedy,weak,0.75,5,6,8,1,58,8,1.0,112,14.0,0.008928571428571428,28,0.08045977011494253,1.5226035437515693,0.7531737681041861,5.533221227259355,1.096086200386487,5.753333333333343
1b7c3790d5fc,2026-09-15T02:53:14.209030+00:00,distributed-greedy,weak,0.75,6,6,8,1,28,8,1.0,82,10.25,0.012195121951219513,1,0.005952380952380952,1.8285704677633863,0.7326432489875374,8.057220822727029,0.3364734017707086,6.053333333333336
b51baaed20aa,2026-09-15T02:53:14.218229+00:00,distributed-greedy,weak,0.75,7,6,8,1,47,8,1.0,149,18.625,0.006711409395973154,6,0.02127659574468085,1.9938938383414273,0.4555069857277129,5.976360771283432,0.4846082237749244,5.8633333333333395
6780ad49ce49,2026-09-15T02:53:14.226942+00:00,distributed-greedy,weak,0.75,8,6,8,1,46,8,1.0,106,13.25,0.009433962264150943,18,0.06521739130434782,1.540863047774809,0.824649867155312,5.349741754034167,0.7606715432674006,5.87333333333334
2f348addc6ce,2026-09-15T02:53:14.230237+00:00,distributed-greedy,weak,0.75,9,6,8,1,17,8,1.0,41,5.125,0.024390243902439025,1,0.00980392156862745,1.7315656274247901,0.8235606792724882,7.114734760285567,0.7719466049243048,6.163333333333335
6ee910e90924,2026-09-15T02:53:14.237509+00:00,distributed-greedy,weak,1.0,0,6,8,1,35,8,1.0,70,8.75,0.014285714285714285,12,0.05714285714285714,1.4912609792047138,0.8459850202356779,8.05834301690429,0.6248827172750477,7.650000000000007
eff3c1c8ab3a,2026-09-15T02:53:14.243572+00:00,distributed-greedy,weak,1.0,1,6,8,1,28,8,1.0,72,9.0,0.013888888888888888,33,0.19642857142857142,1.7704590561248512,0.7684071072866183,7.042511912423998,0.6656763477847173,7.720000000000004
828c9749b8ee,2026-09-15T02:53:14.249414+00:00,distributed-greedy,weak,1.0,2,6,8,1,29,8,1.0,73,9.125,0.0136986301369863,1,0.005747126436781609,1.5351134879691954,0.8359028006248735,6.882402112993199,0.6729992616119238,7.710000000000005
7f0c48c34871,2026-09-15T02:53:14.255254+00:00,distributed-greedy,weak,1.0,3,6,8,1,30,8,1.0,89,11.125,0.011235955056179775,10,0.05555555555555555,1.7894061427953076,0.6947224244563979,5.394370942952339,0.7797559551790512,7.7000000000000055
3ea208754622,2026-09-15T02:53:14.262040+00:00,distributed-greedy,weak,1.0,4,6,8,1,31,8,1.0,80,10.0,0.0125,26,0.13978494623655913,1.6711305184169793,0.7579602177263232,5.034247579695426,0.533001790889026,7.690000000000006
b5e4f3225f00,2026-09-15T02:53:14.272614+00:00,distributed-greedy,weak,1.0,5,6,8,1,58,8,1.0,112,14.0,0.008928571428571428,28,0.08045977011494253,1.5226035437515693,0.7531737681041861,5.533221227259355,1.096086200386487,7.4200000000000115
6d780204997f,2026-09-15T02:53:14.278088+00:00,distributed-greedy,weak,1.0,6,6,8,1,28,8,1.0,82,10.25,0.012195121951219513,1,0.005952380952380952,1.8285704677633863,0.7326432489875374,8.057220822727029,0.3364734017707086,7.720000000000005
45810d4103b2,2026-09-15T02:53:14.287565+00:00,distributed-greedy,weak,1.0,7,6,8,1,47,8,1.0,149,18.625,0.006711409395973154,6,0.02127659574468085,1.9938938383414273,0.4555069857277129,5.976360771283432,0.4846082237749244,7.530000000000008
18bd2b81826c,2026-09-15T02:53:14.296403+00:00,distributed-greedy,weak,1.0,8,6,8,1,46,8,1.0,106,13.25,0.009433962264150943,18,0.06521739130434782,1.540863047774809,0.824649867155312,5.349741754034167,0.7606715432674006,7.540000000000009
1e002b931027,2026-09-15T02:53:14.299798+00:00,distributed-greedy,weak,1.0,9,6,8,1,17,8,1.0,41,5.125,0.024390243902439025,1,0.00980392156862745,1.7315656274247901,0.8235606792724882,7.114734760285567,0.7719466049243048,7.830000000000003
